URL,Restaurante,Endereco,Bairro,Cidade,UF,CEP,Data_Scraping
https://www.ifood.com.br/delivery/uberlandia-mg/china-best-food-centro/08a1f26d-c37e-41db-9395-748b0f925396,China Best Food,"Avenida Cesário Alvim, 609",Centro,Uberlandia,MG,38400-098,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/ipoke--sushi---comida-japonesa-centro/4023a8d5-4632-4bdc-a96c-5d794c1b9ade,Ipoke & Sushi - Comida Japonesa,"Rua Professor Pedro Bernardo, 59",Centro,Uberlandia,MG,38400-172,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/loha-poke---patio-vinhedos-jardim-karaiba/0f9e0851-16af-4254-b817-d527d328b030,Loha Poke - Pátio Vinhedos,"Avenida dos Vinhedos, 50",Jardim Karaíba,Uberlandia,MG,38411-217,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/akkar-restaurante-centro/367b2f02-adea-48c1-8a50-5d3007ca8711,Akkar Restaurante,"Avenida Getúlio Vargas, 474",Centro,Uberlandia,MG,38400-434,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/barra-do-sul-restaurante-e-churrascaria-taiaman/3e7e45ce-a598-4159-b0d9-f6b555400261,Barra do Sul Restaurante e Churrascaria,"Rua dos Taróis, 780",Taiaman,Uberlandia,MG,38415-069,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/mcdonalds---drive-rondon-pachecodro-tabajaras/d5641fb9-ee12-4895-9f6f-3f2a8fd6493f,Mcdonald's - Drive Rondon Pacheco(dro),"Av Rondon Pacheco, 1311",Tabajaras,Uberlandia,MG,38400-242,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/grand-china-centro/085c9769-0729-4479-a46f-c3220ccface8,Grand China,"Avenida João Naves de Ávila, 160",Centro,Uberlândia,MG,38400-042,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/top-frango-assados-presidente-roosevelt/19685942-324b-4acd-9b59-620cb5b2d8c9,Top Frango Assados,"Avenida Cesário Crosara, 1959",Presidente Roosevelt,Uberlandia,MG,38401-042,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/bem-assado-nossa-senhora-aparecida/c48631f6-813a-48b0-93ec-152018568679,Bem Assado,"Rua Prata, 205",Nossa Senhora Aparecida,Uberlandia,MG,38400-622,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/monte-seu-sushi-comida-japonesa-centro/e760fda4-d13c-4fa5-988e-303bcc4b5835,Monte Seu Sushi Comida Japonesa,"Rua Professor Pedro Bernardo, 59",Centro,Uberlandia,MG,38400-172,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/alibaba-shawarma-centro/0ba04ac1-b2f9-452c-b85c-e70f6dbb0a23,Alibaba Shawarma,"Avenida Floriano Peixoto, 80",Centro,Uberlandia,MG,38400-100,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/colina-steak-house-patrimonio/3fdf7542-f1e2-43c0-a6e2-9b9092f51586,Colina Steak House,"Av. Francisco Galassi, 1140",Patrimônio,Uberlandia,MG,38411-149,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/ristorante-bella-sicilia-fundinho/f5041880-4565-4ec8-a4d2-f380073dcf79,Ristorante Bella Sicilia,"Rua Vigário Dantas, 56",Fundinho,Uberlandia,MG,38400-202,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/gela-boca-uberlandia-acai-e-sorvetes-centro/cbf19b55-2833-438b-83ba-71f4a00f0a73,Gela Boca Uberlandia Açaí e Sorvetes,"Avenida Afonso Pena, 2",Centro,Uberlandia,MG,38400-128,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/cantina-alighieri-lidice/7e3bac6b-ac32-4c42-b1ee-3118d3527d27,Cantina Alighieri,"Rua Professor Mário Porto, 544",Lidice,Uberlandia,MG,38400-138,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/milky-moo---uberlandia-shopping-gavea/3124eb17-3040-4edb-81c4-0295e5d31337,Milky Moo - Uberlândia Shopping,"Avenida Paulo Gracindo, 15",Gávea,Uberlandia,MG,38411-145,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/mccafe-o-dia-todo----drive-rondon-pachecodro-tabajaras/2c18121b-6460-4081-9176-a0211283e9ab,Mccafé o Dia Todo  - Drive Rondon Pacheco(dro),"Av Rondon Pacheco, 1311",Tabajaras,Uberlandia,MG,38400-242,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/so-laranja-suco-natural-osvaldo-rezende/629e4cb6-2067-4f24-a3e3-75ccfa5903a8,So Laranja Suco Natural,"Avenida Araguari, 2382",Osvaldo Rezende,Uberlandia,MG,38400-429,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/point-barolo-tibery/6a2a46ce-4915-4004-86fe-c33a8d34c4bd,Point Barolo,"Av Joao Naves de Avila, 1331",Tibery,Uberlandia,MG,38405-140,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/gelato-borelli---uberlandia-shopping-gavea/aa6203a4-1b4a-4cf2-9874-3e1c62b25ea4,Gelato Borelli - Uberlândia Shopping,"Avenida Paulo Gracindo, 15",Gávea,Uberlandia,MG,38411-145,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/yogoothies---uberlandia-shopping-gavea/ef4a7aa3-0695-46bc-8bcd-a493ec3b0a9d,Yogoothies - Uberlândia Shopping,"Avenida Paulo Gracindo, 15",Gávea,Uberlandia,MG,38411-145,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/la-casina-rotisserie--massas-e-salgados-centro/585cb65e-64b1-41c7-88be-6f09ddaf3342,La Casina Rotisserie -Massas e Salgados,"Rua Tenente Virmondes, 364",Centro,Uberlandia,MG,38400-110,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/coco-gelado-martins/438d76e1-1912-4979-99e1-e5c683eeed1b,Coco Gelado,"Avenida Raulino Cotta Pacheco, 996",Martins,Uberlandia,MG,38400-372,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/frango-portugues-na-brasa-frango-assado-saraiva/3e807c52-906b-4b60-92d0-5549649b63b1,Frango Português na Brasa Frango assado,"Rua São Francisco de Assis, 874",Saraiva,Uberlandia,MG,38408-482,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/lets-go-china---uberlandia-santa-monica/c6bfe131-31b2-406b-bf08-039694fba1f4,Lets Go China - Uberlândia,"Avenida João Naves de Ávila 1331, 1331",Santa Mônica,Uberlandia,MG,38408-902,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/angelina-carnes---acougue-saraiva-saraiva/c6689ee9-5488-44dc-954a-5e7490e46ac7,Angelina Carnes - Açougue Saraiva,"Avenida João Naves de Ávila, 3320",Saraiva,Uberlandia,MG,38408-100,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/divina-grill-restaurante-santa-monica/6afd1eae-d1fd-4bcc-bb84-6267709953b3,Divina Grill Restaurante,"Avenida José Paes de Almeida, 631",Santa Mônica,Uberlandia,MG,38408-140,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/aussie-chicken---center-shop-uberlandia-tibery/891c06d8-8beb-4096-9953-29ee34365583,Aussie Chicken - Center Shop. Uberlândia,"Av. João Naves de Ávila, 1331, 1331",Tibery,Uberlandia,MG,38405-140,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/angelina-carnes---planalto-tubalina/3caf91b2-24ba-452b-a29b-989cb5b90330,Angelina Carnes - Planalto,"Avenida Getúlio Vargas, 3630",Tubalina,Uberlandia,MG,38412-066,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/acai--bao-dimais-cazeca/97c0854e-ed0c-4b9f-81f3-240d7c193104,Açaí? Bão Dimais!,"Rua Geraldo de Morais, 1020",Cazeca,Uberlandia,MG,38400-020,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/kfc---uberlandia-shopping-morada-da-colina/34f89c40-9a5b-4911-9cb9-cb829a5bdee5,Kfc - Uberlândia Shopping,"Av. Paulo Gracindo, 15",Morada da Colina,Uberlandia,MG,38411-145,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/mr-fritz-center-shopping-santa-monica/99223ca8-6df3-42f2-8627-e08e1314c0e0,Mr. Fritz Center Shopping,"Avenida Joao Naves de Avila, 1331",Santa Monica,Uberlandia,MG,38405-140,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/debs-marmitaria-jardim-brasilia/a059b1aa-a7a0-4fc0-b24c-41f5ee530615,Deb's Marmitaria,"Avenida Constelação, 195",Jardim Brasília,Uberlandia,MG,38401-478,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/nego-veio-grill-tibery/78cbee92-5018-4512-a126-781ac4e641fd,Nego Veio Grill,"Avenida João Naves de Ávila, 1331",Tibery,Uberlandia,MG,38408-902,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/tribo-do-guarana-da-amazonia--cia-tubalina/e9ce6948-4e8f-4d47-84d3-c07d29e91d18,Tribo do Guaraná da Amazônia & Cia,"Rua Nossa Senhora de Fátima, 170",Tubalina,Uberlandia,MG,38412-084,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/cantina-bom-peixe-lidice/56214bbe-8d38-4f7d-81b5-8da595fd0a42,Cantina Bom Peixe,"Avenida Rondon Pacheco, 3669",Lídice,Uberlandia,MG,38400-050,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/batata-recheada-da-lu-jardim-das-palmeiras/59b2e3f0-f068-4f14-84e6-4d8b97adcd80,Batata Recheada da Lu,"Rua do Fazendeiro, 271",Jardim das Palmeiras,Uberlandia,MG,38412-288,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/marmitex-comida-caseira-tubalina/42de6d42-e64e-4ea7-9780-57ba748f272b,Marmitex Comida Caseira,"Avenida Getúlio Vargas, 3301",Tubalina,Uberlandia,MG,38412-066,2025-06-15 15:15:41
